﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
11,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,6,30,臺中市,北屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,17,2,7,3,1,B03,7,9,1,8,8,2,,53,53,1,12,4,120.710648,24.177155,2
12,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,6,41,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,A41,,,1,,9,,,94,94,1,12,4,120.62269,24.140854,3
13,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,6,46,臺中市,大里區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,13,,,,,B03,,,1,,2,,,59,59,1,12,4,120.695286,24.111061,3
14,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,6,50,臺中市,西屯區,0,4,0,7,2,6,50,4,9,1,5,4,6,6,1,1,1,4,5,2,13,2,9,3,1,B03,7,9,1,8,2,1,,59,59,1,12,4,120.667123,24.173226,2
15,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,6,50,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,10,,,77,77,1,12,4,120.730766,24.142353,3
16,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,2,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,47,47,1,6,4,120.545299,24.196925,3
17,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,4,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,4,5,2,17,2,9,2,1,C03,7,5,1,10,2,12,,36,36,1,12,4,120.715149,24.164191,2
18,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,4,臺中市,西屯區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,11,3,10,3,1,B03,7,6,1,8,2,4,,41,41,1,12,4,120.640955,24.168847,2
19,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,7,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,48,48,1,12,4,120.55367,24.279926,3
20,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,9,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,B03,,,5,,1,,,59,59,1,6,4,120.509255,24.218511,3
21,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,14,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,56,56,1,12,4,120.663324,24.062902,3
22,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,14,臺中市,梧棲區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,51,51,1,9,4,120.532929,24.252202,3
23,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,19,臺中市,神岡區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,25,2,9,1,1,C03,7,9,1,10,2,12,,59,59,1,12,4,120.697238,24.252591,2
24,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,22,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,51,51,1,13,4,120.589438,24.175769,4
25,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,22,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.615912,24.189102,3
26,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,24,臺中市,大雅區,0,0,0,7,,,70,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,7,1,13,4,120.636664,24.234798,3
27,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,27,臺中市,西區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,1,4,5,2,13,2,9,1,1,C03,7,5,1,10,2,13,,84,84,1,13,4,120.666551,24.153614,2
28,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,28,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,40,40,1,13,4,120.699426,24.215539,3
29,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,28,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,84,84,1,12,4,120.636854,24.245595,3
30,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,29,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,1,16,3,10,2,1,C03,7,6,1,10,2,11,,11,11,1,12,4,120.635953,24.16934,2
31,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,33,臺中市,東勢區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B12,,,1,,9,,,84,84,1,12,4,120.82563,24.265467,3
32,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,35,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,3,4,5,2,17,3,10,3,1,B03,7,13,1,8,2,4,,76,76,1,12,4,120.655154,24.195756,2
33,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,36,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,11,11,1,13,4,120.660582,24.188906,3
34,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,39,臺中市,新社區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,C03,,,1,,1,,,12,12,1,13,4,120.809176,24.240094,3
35,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,40,臺中市,沙鹿區,0,1,0,7,2,6,30,4,9,1,5,4,6,6,4,4,10,5,5,2,13,3,10,2,1,C02,7,5,1,9,2,13,,14,14,1,12,4,120.565797,24.245931,2
36,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,40,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.716753,24.244174,3
37,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,41,臺中市,北區,0,2,0,7,3,6,50,5,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,20,20,1,12,4,120.68908,24.158313,2
38,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,41,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,3,,2,,,7,7,1,12,4,120.589507,24.176393,3
39,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,42,臺中市,大里區,0,1,0,7,3,6,50,3,2,1,5,4,6,6,1,1,5,4,5,1,16,3,10,5,4,B03,7,5,1,8,2,2,,11,11,1,13,4,120.695126,24.102455,2
40,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,43,臺中市,大肚區,0,1,0,7,2,6,70,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,11,11,1,6,4,120.548242,24.153971,2
41,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,44,臺中市,東區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,13,2,8,2,1,C03,7,9,1,10,1,11,,7,7,1,12,4,120.692474,24.150105,2
42,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,44,臺中市,沙鹿區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,4,4,2,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.567876,24.202943,2
43,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,45,臺中市,南屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.598422,24.155204,3
44,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,46,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,12,4,120.67772,24.136017,3
45,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,46,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,85,85,1,12,4,120.670076,24.114792,4
46,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,46,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,13,4,120.62096,24.140052,3
47,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,50,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.728324,24.171525,2
48,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,50,臺中市,西屯區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,5,4,C03,7,9,1,10,2,13,,84,84,1,13,4,120.613041,24.167076,2
49,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,50,臺中市,后里區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,1,4,4,1,12,3,10,1,1,F03,7,5,7,21,2,12,,85,85,1,12,4,120.724799,24.318381,2
50,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,52,臺中市,大里區,0,1,0,7,3,6,30,11,9,1,5,4,6,6,4,4,10,5,5,1,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.736606,24.085683,2
51,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,53,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,C03,,,1,,9,,,8,8,2,13,4,120.678277,24.249626,3
52,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,54,臺中市,北屯區,0,2,0,7,2,6,50,5,2,1,5,4,6,6,2,1,1,1,5,2,13,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.686214,24.181298,2
53,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,55,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.619603,24.169225,3
54,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,55,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.59265,24.17916,4
55,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,56,臺中市,西屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,12,3,10,3,1,B03,7,9,1,8,2,5,,84,84,1,13,4,120.656054,24.199881,2
56,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,57,臺中市,南屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,1,1,5,5,5,2,11,3,10,1,1,C03,7,1,1,10,9,14,,51,51,2,12,4,120.606963,24.136259,2
57,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,7,59,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,7,7,1,12,4,120.70113,24.126123,3
58,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,1,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,13,4,120.669844,24.125574,3
59,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,2,臺中市,北區,0,2,0,7,2,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,5,4,C03,7,9,1,10,2,12,,84,84,1,12,4,120.681553,24.155745,2
60,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,2,臺中市,西屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,10,5,5,1,18,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.655384,24.17808,2
61,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,2,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,11,,13,13,1,6,4,120.688069,24.086033,2
62,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,2,臺中市,豐原區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,84,84,1,13,4,120.703415,24.243466,3
63,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,5,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,14,14,1,13,4,120.648431,24.239325,3
64,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,5,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,8,8,1,13,4,120.670699,24.165537,3
65,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,5,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,7,7,1,12,4,120.636217,24.133775,3
66,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,5,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,5,4,2,16,2,8,2,1,C03,7,9,1,10,2,12,,7,7,1,12,4,120.645123,24.178821,2
67,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,10,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.687738,24.14659,3
68,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,10,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.705378,24.164029,2
69,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,13,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,39,39,1,12,4,120.66159,24.226524,3
70,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,14,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,12,,11,11,1,13,4,120.683498,24.191502,2
71,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,15,臺中市,烏日區,0,1,0,7,2,6,30,11,9,1,5,4,6,6,4,4,10,4,5,2,18,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,6,4,120.645046,24.104285,2
72,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,20,臺中市,西區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,1,1,10,5,5,2,13,2,8,1,1,C03,7,5,1,10,2,11,,84,84,1,13,4,120.672838,24.148436,2
73,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,22,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,12,4,120.646311,24.173201,3
74,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,22,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.68757,24.086786,3
75,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,22,臺中市,大里區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,12,,,,,,,6,,,,,,86,86,2,,,120.68558,24.077453,2
76,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,25,臺中市,北屯區,0,4,0,7,2,6,40,4,2,1,5,4,6,6,2,1,1,4,4,2,13,2,9,2,1,C03,7,12,1,10,2,11,13,7,7,1,12,4,120.663971,24.185377,2
77,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,27,臺中市,北屯區,0,4,0,7,2,3,40,13,16,1,5,4,6,6,4,4,3,5,5,2,13,3,10,3,1,A11,7,12,1,5,2,1,,7,7,1,12,4,120.694144,24.201018,2
78,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,30,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,12,3,10,3,1,B03,7,5,1,8,2,2,,26,26,1,12,4,120.637841,24.142288,2
79,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,30,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,17,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,12,4,120.672334,24.174165,2
80,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,30,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,51,51,1,12,4,120.537186,24.261765,3
81,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,31,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,3,10,3,1,B03,7,9,1,8,2,2,,59,59,1,12,4,120.660188,24.201174,2
82,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,31,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,40,40,1,13,4,120.650427,24.161968,3
83,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,34,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.697292,24.148186,3
84,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,34,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,5,4,B03,7,6,1,8,1,16,,11,11,1,13,4,120.656421,24.160367,2
85,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,34,臺中市,后里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,11,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,12,4,120.723575,24.313136,2
86,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,43,臺中市,大里區,0,1,0,7,2,6,40,3,1,1,5,4,6,6,1,1,10,5,5,2,13,3,10,3,1,B03,7,9,3,19,2,1,,7,7,1,6,4,120.728166,24.091468,2
87,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,44,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,A04,,,1,,9,,,8,8,1,13,4,120.639069,24.168932,3
88,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,45,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.683629,24.174415,3
89,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,45,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,59,59,1,12,4,120.634326,24.179806,3
90,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,46,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,8,1,,,84,84,1,13,4,120.679501,24.142498,3
91,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,47,臺中市,西區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,12,2,8,1,1,C03,7,8,5,19,2,14,,40,40,1,13,4,120.668193,24.150864,2
92,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,48,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.617532,24.185131,3
93,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,53,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,8,2,,,50,50,1,13,4,120.676673,24.139355,3
94,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,54,臺中市,東勢區,0,1,0,7,2,6,60,18,24,1,5,4,6,6,1,1,10,5,5,2,12,2,7,2,1,C02,7,9,1,9,1,14,,84,84,1,12,4,120.827593,24.251477,2
95,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,55,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,C03,,,1,,2,,,20,20,1,12,4,120.718838,24.250573,3
96,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,56,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,13,4,120.63931,24.158887,3
97,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,8,58,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,12,4,120.645113,24.178784,3
98,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,0,臺中市,西屯區,0,0,0,7,,3,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.633353,24.172988,3
99,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,0,臺中市,豐原區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,4,2,18,2,9,1,1,C04,7,9,1,11,2,11,,84,84,1,12,4,120.716774,24.249294,2
100,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,2,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,9,,,8,8,1,12,4,120.695063,24.183279,3
101,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,3,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,45,45,1,6,4,120.544676,24.153282,3
102,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,5,臺中市,東區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,4,2,13,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.682929,24.134431,2
103,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,6,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B01,,,1,,1,,,87,87,1,12,4,120.684559,24.132519,3
104,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,7,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,17,3,10,5,4,C03,7,15,1,10,2,12,,84,84,1,12,4,120.671533,24.162485,2
105,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,10,臺中市,大雅區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,3,2,9,1,1,C03,7,4,1,10,2,12,,59,59,1,13,4,120.649293,24.224831,2
106,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,10,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,59,59,1,12,4,120.642634,24.134968,3
107,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,12,臺中市,霧峰區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,1,15,3,10,3,1,B12,7,9,1,8,2,1,,15,15,1,12,4,120.687287,24.051455,2
108,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,13,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,56,56,1,13,4,120.680981,24.153969,3
109,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,19,臺中市,梧棲區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,A05,,,1,,2,,,7,7,1,6,4,120.547233,24.246071,3
110,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,20,臺中市,沙鹿區,0,0,0,6,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,51,51,1,12,4,120.565784,24.205272,4
111,66000,387130000C,(04)23274275,(04)23288582,2025,10,1,9,23,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,12,4,120.560272,24.243252,3
